,House_age,Remodeled,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,TotalSF,OverallQual,Neighborhood,BsmtQual,HeatingQC,KitchenQual,GarageFinish,GarageType,SaleType,SalePrice
1388,3,2,2007,2006,7,2,1746,1746.0,758.0,3.0,1746,9,Gilbert,Ex,Ex,Ex,Fin,Attchd,WD,377500.0
1389,66,57,1950,1941,6,1,869,735.0,440.0,2.0,1218,6,BrkSide,TA,Ex,TA,Unf,Detchd,WD,131000.0
1390,6,6,2000,2000,6,2,1525,1525.0,541.0,2.0,1525,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,235000.0
1391,42,42,1967,1967,8,2,1584,1584.0,792.0,3.0,1584,5,NAmes,TA,TA,TA,Unf,Detchd,WD,124000.0
1392,39,39,1967,1967,6,1,900,864.0,288.0,1.0,900,5,NAmes,TA,TA,TA,RFn,Attchd,WD,123000.0
1393,103,8,2000,1905,7,2,1221,482.0,672.0,2.0,1912,6,OldTown,Fa,Ex,TA,Unf,Detchd,WD,163000.0
1394,0,0,2006,2006,6,2,1500,1356.0,648.0,3.0,1500,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,New,246578.0
1395,2,1,2006,2005,9,2,1133,1094.0,642.0,3.0,2482,8,Timber,Gd,Ex,Gd,Fin,BuiltIn,WD,281213.0
1396,62,60,1950,1948,7,1,1687,747.0,572.0,2.0,1687,5,Timber,TA,TA,TA,Unf,Detchd,WD,160000.0
1397,87,3,2004,1920,8,1,939,939.0,180.0,1.0,1513,5,BrkSide,TA,Ex,TA,Unf,Detchd,WD,137500.0
1398,59,27,1982,1950,7,1,1136,1208.0,240.0,1.0,1904,5,NAmes,TA,Gd,TA,Unf,Attchd,WD,138000.0
1399,84,19,1990,1925,7,2,1160,976.0,216.0,1.0,1608,6,SWISU,TA,Ex,Gd,Unf,Detchd,WD,137450.0
1400,79,58,1950,1929,5,1,950,862.0,208.0,1.0,1158,6,BrkSide,TA,TA,TA,RFn,BuiltIn,WD,120000.0
1401,4,4,2004,2004,8,2,864,839.0,398.0,2.0,1593,6,Gilbert,TA,Ex,TA,Fin,Attchd,WD,193000.0
1402,0,0,2006,2006,6,2,1294,1286.0,662.0,2.0,1294,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,New,193879.0
1403,0,0,2007,2007,6,2,1464,1485.0,754.0,3.0,1464,8,Somerst,Gd,Ex,Gd,Unf,Attchd,WD,282922.0
1404,91,56,1950,1915,6,1,694,672.0,936.0,3.0,1214,3,OldTown,TA,TA,TA,Unf,Detchd,WD,105000.0
1405,4,3,2005,2004,5,2,1646,1594.0,482.0,2.0,1646,8,Crawfor,Ex,Ex,Gd,Fin,Attchd,WD,275000.0
1406,37,2,2007,1972,5,1,768,768.0,396.0,2.0,768,5,CollgCr,Gd,TA,TA,Unf,Detchd,WD,133000.0
1407,24,24,1985,1985,5,1,833,833.0,0.0,0.0,833,5,Mitchel,TA,Ex,TA,Unf,Unbuilt,WD,112000.0
1408,100,60,1950,1910,6,1,741,622.0,528.0,2.0,1363,4,OldTown,Fa,Gd,TA,Unf,Detchd,WD,125500.0
1409,22,17,1991,1986,7,2,1236,791.0,542.0,2.0,2093,7,NWAmes,Gd,Gd,TA,Fin,Attchd,WD,215000.0
1410,8,8,2001,2001,6,2,944,944.0,622.0,2.0,1840,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,230000.0
1411,59,4,2005,1950,6,1,1112,856.0,271.0,1.0,1668,6,NAmes,TA,Ex,TA,Unf,Attchd,WD,140000.0
1412,60,59,1950,1949,6,2,1040,0.0,420.0,2.0,1040,4,NAmes,None,Fa,TA,Unf,Detchd,WD,90000.0
1413,4,3,2006,2005,7,2,1844,1844.0,620.0,2.0,1844,8,SawyerW,Gd,Ex,Gd,Fin,Attchd,COD,257000.0
1414,85,8,2000,1923,8,1,1053,833.0,370.0,2.0,1848,6,BrkSide,TA,Gd,Gd,Unf,Detchd,WD,207000.0
1415,2,2,2007,2007,7,2,1569,1386.0,660.0,3.0,1569,7,Blmngtn,Gd,Ex,Gd,RFn,Attchd,WD,175900.0
1416,125,60,1950,1885,11,2,1246,777.0,560.0,2.0,2290,4,OldTown,TA,Gd,TA,Unf,Detchd,WD,122500.0
1417,11,11,1998,1998,7,2,1310,1284.0,1069.0,3.0,2450,8,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,340000.0
1418,45,45,1963,1963,6,1,1144,1144.0,336.0,1.0,1144,5,NAmes,TA,TA,TA,Unf,Detchd,COD,124000.0
1419,37,37,1969,1969,7,2,1844,1844.0,540.0,2.0,1844,6,Crawfor,TA,Gd,Gd,RFn,Attchd,WD,223000.0
1420,38,38,1968,1968,7,2,708,708.0,776.0,2.0,1416,6,NWAmes,TA,Gd,TA,RFn,Attchd,WD,179900.0
1421,33,33,1977,1977,4,2,1069,1069.0,440.0,2.0,1069,6,NPkVill,Gd,TA,TA,RFn,Attchd,WD,127500.0
1422,5,5,2003,2003,3,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,136500.0
1423,40,40,1966,1966,8,2,1575,697.0,432.0,2.0,2201,6,Edwards,Gd,TA,Gd,Unf,Attchd,WD,274970.0
1424,49,24,1983,1958,6,1,1344,1024.0,484.0,1.0,1344,5,NAmes,TA,TA,TA,Unf,Detchd,WD,144000.0
1425,49,49,1959,1959,7,1,1252,1252.0,528.0,2.0,1252,6,NAmes,TA,Ex,Gd,Unf,Detchd,WD,142000.0
1426,14,14,1994,1994,5,2,1223,1223.0,525.0,2.0,2127,7,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,271000.0
1427,63,58,1950,1945,6,1,1048,913.0,288.0,1.0,1558,5,NAmes,TA,TA,TA,Unf,Attchd,WD,140000.0
1428,70,18,1992,1940,4,1,804,788.0,240.0,1.0,804,5,OldTown,TA,TA,Gd,Unf,Attchd,WD,119000.0
1429,26,26,1981,1981,7,2,1440,1440.0,467.0,2.0,1440,6,NWAmes,Gd,Ex,Gd,Fin,Attchd,WD,182900.0
1430,1,1,2005,2005,7,2,734,732.0,372.0,2.0,1838,5,Gilbert,Gd,Ex,TA,Fin,BuiltIn,WD,192140.0
1431,33,33,1976,1976,5,2,958,958.0,440.0,2.0,958,6,NPkVill,Gd,TA,TA,RFn,Attchd,WD,143750.0
1432,80,0,2007,1927,5,2,968,656.0,216.0,1.0,968,4,OldTown,TA,TA,TA,Unf,Detchd,WD,64500.0
1433,8,8,2000,2000,8,2,962,936.0,451.0,2.0,1792,6,Gilbert,Gd,Ex,TA,Fin,Attchd,WD,186500.0
1434,29,29,1977,1977,5,2,1126,1126.0,484.0,2.0,1126,5,Mitchel,TA,Fa,TA,RFn,Attchd,WD,160000.0
1435,46,3,2005,1962,7,1,1537,1319.0,462.0,2.0,1537,6,NAmes,TA,TA,Gd,RFn,Attchd,COD,174000.0
1436,36,36,1971,1971,5,1,864,864.0,528.0,2.0,864,4,NAmes,TA,TA,TA,Unf,Detchd,WD,120500.0
1437,0,0,2008,2008,7,2,1932,1932.0,774.0,3.0,1932,8,NridgHt,Ex,Ex,Ex,Fin,Attchd,New,394617.0
1438,53,14,1996,1957,6,1,1236,912.0,923.0,2.0,1236,6,OldTown,TA,TA,TA,Unf,Attchd,WD,149700.0
1439,28,28,1979,1979,6,2,1040,539.0,550.0,2.0,1725,7,NWAmes,TA,TA,TA,RFn,Attchd,WD,197000.0
1440,86,14,1994,1922,11,2,1423,588.0,672.0,2.0,2171,6,Crawfor,Ex,Fa,TA,Fin,Detchd,WD,191000.0
1441,4,4,2004,2004,3,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,149300.0
1442,1,1,2008,2008,10,2,1026,1017.0,812.0,3.0,2007,10,Somerst,Ex,Ex,Ex,Fin,Attchd,WD,310000.0
1443,93,59,1950,1916,4,1,952,952.0,192.0,1.0,952,6,BrkSide,TA,Fa,Fa,Unf,Detchd,WD,121000.0
1444,3,3,2004,2004,7,2,1422,1422.0,626.0,2.0,1422,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,179600.0
1445,41,41,1966,1966,6,1,913,814.0,240.0,1.0,913,6,Sawyer,TA,Gd,TA,Unf,Detchd,WD,129000.0
1446,48,48,1962,1962,6,1,1188,1188.0,312.0,1.0,1188,5,Mitchel,TA,TA,TA,Unf,Attchd,WD,157900.0
1447,12,11,1996,1995,8,2,1220,1220.0,556.0,2.0,2090,8,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,240000.0
1448,97,7,2000,1910,6,1,796,560.0,384.0,1.0,1346,4,Edwards,Fa,Gd,TA,Unf,Detchd,WD,112000.0
1449,36,36,1970,1970,3,1,630,630.0,0.0,0.0,630,5,MeadowV,Gd,Ex,Ex,Unf,Unbuilt,WD,92000.0
1450,35,35,1974,1974,8,2,896,896.0,0.0,0.0,1792,5,NAmes,Gd,TA,TA,Unf,Unbuilt,WD,136000.0
1451,1,0,2009,2008,7,2,1578,1573.0,840.0,3.0,1578,8,Somerst,Gd,Ex,Ex,Fin,Attchd,New,287090.0
1452,1,1,2005,2005,5,1,1072,547.0,525.0,2.0,1072,5,Edwards,Gd,Gd,TA,Fin,Basment,WD,145000.0
1453,0,0,2006,2006,6,1,1140,1140.0,0.0,0.0,1140,5,Mitchel,Gd,Ex,TA,Unf,Unbuilt,WD,84500.0
1454,5,4,2005,2004,6,2,1221,1221.0,400.0,2.0,1221,7,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,185000.0
1455,8,7,2000,1999,7,2,953,953.0,460.0,2.0,1647,6,Gilbert,Gd,Ex,TA,RFn,Attchd,WD,175000.0
1456,32,22,1988,1978,7,2,2073,1542.0,500.0,2.0,2073,6,NWAmes,Gd,TA,TA,Unf,Attchd,WD,210000.0
1457,69,4,2006,1941,9,2,1188,1152.0,252.0,1.0,2340,7,Crawfor,TA,Ex,Gd,RFn,Attchd,WD,266500.0
1458,60,14,1996,1950,5,1,1078,1078.0,240.0,1.0,1078,5,NAmes,TA,Gd,Gd,Unf,Attchd,WD,142125.0
1459,43,43,1965,1965,6,1,1256,1256.0,276.0,1.0,1256,5,Edwards,TA,Gd,TA,Fin,Attchd,WD,147500.0
