,,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_age,Remodeled,TotalSF,TotalPorch,number_of_exteriors
test,599,2060,20,RL,69.227817,9840,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1998,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1053.0,Unf,0.0,195.0,1248.0,GasA,TA,Y,SBrkr,1440,0,0,1.0,0.0,2,0,2,1,Gd,7,Typ,0,None,Attchd,1959.0,RFn,1.0,480.0,TA,TA,Y,150,0,0,0,256,0,None,None,None,0,6,2008,WD,Normal,,49,10,1440,256,1
test,600,2061,20,RL,69.227817,13200,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,Wd Sdng,None,BrkFace,187.0,TA,TA,CBlock,TA,TA,No,LwQ,958.0,Unf,0.0,437.0,1395.0,GasA,Ex,Y,SBrkr,1570,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1958.0,RFn,2.0,441.0,TA,TA,Y,490,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,,50,50,1570,0,1
test,601,2062,20,RL,69.227817,10425,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,0.0,330.0,1104.0,GasA,Gd,Y,SBrkr,1104,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1956.0,RFn,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,,52,50,1104,0,1
test,602,2063,20,RL,69.227817,11556,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,MetalSd,None,Stone,52.0,TA,TA,CBlock,TA,TA,No,Rec,148.0,Unf,0.0,572.0,720.0,GasA,Ex,Y,FuseA,882,0,0,1.0,0.0,1,0,2,1,Gd,4,Typ,0,None,Attchd,1952.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2008,WD,Normal,,56,56,882,0,1
test,603,2064,20,RL,69.227817,9373,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,None,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,196.0,456.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1961.0,Unf,2.0,636.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,,55,55,1152,0,1
test,604,2065,20,RL,69.227817,12774,Pave,None,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,None,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,TA,N,SBrkr,950,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,2.0,400.0,TA,TA,Y,0,32,0,0,0,0,None,GdWo,None,0,7,2008,WD,Normal,,55,55,950,32,1
test,605,2066,20,RL,69.227817,14250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,Plywood,None,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,998.0,998.0,GasA,TA,Y,SBrkr,1790,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,Fin,2.0,540.0,TA,TA,Y,0,40,0,0,0,0,None,None,Shed,1500,9,2008,WD,Normal,,51,51,1790,40,1
test,606,2067,20,RL,69.227817,8838,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,None,None,None,Unf,0.0,Unf,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1764,0,0,0.0,0.0,2,1,4,1,TA,7,Maj2,1,TA,Attchd,1957.0,Fin,1.0,301.0,TA,TA,Y,0,72,0,0,0,0,None,None,None,0,10,2008,WD,Normal,,51,26,1764,72,1
test,607,2068,90,RL,69.227817,12436,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Fa,Y,FuseA,1824,0,0,0.0,0.0,2,0,5,2,TA,9,Typ,0,None,Detchd,1961.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,1,2008,WD,Normal,,51,51,1824,0,1
test,608,2069,20,RL,69.227817,10122,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,Slab,None,None,None,Unf,0.0,Unf,0.0,0.0,0.0,GasA,TA,N,SBrkr,869,0,0,0.0,0.0,1,0,1,1,TA,3,Typ,0,None,Detchd,1961.0,Unf,1.0,390.0,Fa,TA,N,0,0,66,0,0,0,None,GdPrv,None,0,8,2008,WD,Normal,,60,58,869,66,1
test,609,2070,50,RL,69.227817,7506,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,None,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,412,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,1.0,288.0,Fa,TA,N,84,0,96,0,0,0,None,None,None,0,5,2008,WD,Normal,,83,58,1159,96,1
test,610,2071,30,RL,69.227817,5400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,None,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1961.0,Unf,1.0,308.0,TA,TA,N,88,108,0,0,0,0,None,None,None,0,7,2008,WD,Normal,,68,3,672,108,1
test,611,2072,50,RL,69.227817,10836,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,892.0,892.0,GasA,Ex,Y,SBrkr,1254,182,0,0.0,1.0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1961.0,Unf,4.0,1488.0,Fa,TA,N,0,0,100,0,0,0,None,GdWo,None,0,6,2008,WD,Normal,,86,58,1436,100,1
test,612,2073,20,RL,69.227817,10180,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,744.0,Unf,0.0,168.0,912.0,GasA,TA,Y,SBrkr,1044,0,0,0.0,1.0,1,1,3,1,TA,5,Typ,1,Fa,Attchd,1990.0,Fin,2.0,372.0,TA,TA,Y,200,48,0,0,0,0,None,GdWo,Shed,450,6,2008,WD,Normal,,40,40,1044,48,2
test,613,2074,20,RL,69.227817,11355,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,None,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,0.0,675.0,1312.0,GasA,Ex,Y,SBrkr,1312,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,2.0,495.0,TA,TA,Y,0,304,144,0,0,0,None,MnPrv,Othr,6500,4,2008,WD,Normal,,50,7,1312,448,1
test,614,2075,20,RL,69.227817,12929,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,None,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,0.0,384.0,1081.0,GasA,TA,Y,SBrkr,1081,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,CarPort,1960.0,Unf,1.0,401.0,TA,TA,Y,36,82,0,0,0,0,None,None,None,0,6,2008,WD,Normal,,48,15,1081,82,1
test,615,2076,20,RL,69.227817,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,432.0,Unf,0.0,444.0,876.0,GasA,TA,Y,SBrkr,876,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1961.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,2,2008,WD,Abnorml,,57,57,876,0,1
test,616,2077,20,RL,69.227817,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,476.0,Rec,488.0,292.0,1256.0,GasA,Gd,Y,FuseA,1256,0,0,1.0,0.0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1959.0,RFn,1.0,311.0,TA,TA,Y,0,240,0,0,0,0,None,None,None,0,5,2008,WD,Normal,,49,49,1256,240,2
test,617,2078,20,RL,69.227817,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,319.0,188.0,1027.0,GasA,TA,Y,SBrkr,1027,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1962.0,Unf,1.0,299.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,,46,46,1027,0,2
test,618,2079,50,RL,69.227817,8064,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,315.0,Unf,0.0,453.0,768.0,GasA,Ex,Y,SBrkr,819,501,0,0.0,0.0,2,0,3,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,2.0,576.0,TA,TA,Y,108,0,0,0,0,0,None,GdWo,None,0,9,2008,WD,Normal,,60,58,1320,0,1
test,619,2080,45,RL,69.227817,6390,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,Y,FuseA,984,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1961.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2008,WD,Normal,,54,54,984,0,1
test,620,2081,50,RL,69.227817,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,0,0.0,0.0,1,0,4,1,TA,6,Typ,0,None,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,None,MnWw,None,0,4,2008,WD,Normal,,54,54,1278,0,1
test,621,2082,90,RL,69.227817,8513,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,TA,N,SBrkr,1800,0,0,0.0,0.0,2,0,6,2,TA,10,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Abnorml,,47,47,1800,0,2
test,622,2083,50,RL,69.227817,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,None,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,370.0,Unf,0.0,398.0,768.0,GasA,Gd,Y,SBrkr,1024,564,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1961.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2008,WD,Normal,,53,41,1588,0,1
test,623,2084,20,RL,69.227817,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,825.0,825.0,GasA,TA,Y,FuseA,825,0,0,0.0,1.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1954.0,Unf,1.0,350.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,,54,54,825,0,1
test,624,2085,20,RL,69.227817,7590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,1117,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1963.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,COD,Normal,,45,45,1117,0,1
test,625,2086,20,RM,69.227817,9836,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,None,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,0.0,96.0,192.0,GasA,Gd,N,SBrkr,1133,0,0,1.0,0.0,1,0,3,1,TA,7,Typ,0,None,Detchd,1961.0,Unf,1.0,308.0,TA,TA,Y,0,175,0,0,0,0,None,None,None,0,12,2008,WD,Abnorml,,0,0,1133,175,1
test,626,2087,50,RM,69.227817,9184,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,948,375,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1961.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,,60,3,1323,0,2
test,627,2088,70,RM,69.227817,4800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,None,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Fa,N,SBrkr,680,680,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1910.0,Unf,1.0,330.0,Fa,TA,Y,192,50,0,0,0,0,None,None,None,0,1,2008,WD,Normal,,98,5,1360,50,1
test,628,2089,30,RM,69.227817,4800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1940,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,672,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1961.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2008,WD,Normal,,68,58,672,0,1
test,629,2090,75,RM,69.227817,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,None,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Gd,Y,SBrkr,728,728,0,0.0,0.0,1,1,4,1,Gd,7,Typ,0,None,Detchd,1961.0,Unf,1.0,308.0,Fa,Fa,N,0,0,248,0,0,0,None,None,None,0,6,2008,WD,Normal,,93,3,1456,248,1
test,630,2091,190,RM,69.227817,11426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,828.0,828.0,GasA,Gd,Y,FuseA,828,658,108,0.0,0.0,2,0,3,2,TA,9,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,172,109,0,0,0,None,None,None,0,6,2008,WD,Normal,,98,12,1486,281,1
test,631,2092,50,RM,69.227817,7628,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,None,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,Y,FuseA,1095,561,0,0.0,0.0,2,0,2,1,TA,8,Mod,0,None,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,187,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,,68,23,1656,0,1
test,632,2093,50,RM,69.227817,7308,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,0.0,576.0,936.0,GasA,Gd,N,FuseA,960,780,0,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1961.0,Unf,1.0,225.0,Fa,Fa,N,0,0,236,0,0,0,None,None,None,0,6,2008,WD,Normal,,88,58,1740,236,2
test,633,2094,30,RM,69.227817,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,None,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,931.0,931.0,GasA,TA,Y,SBrkr,1027,0,0,0.0,1.0,1,0,2,1,Gd,5,Typ,1,TA,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,28,0,0,0,0,None,None,None,0,2,2008,WD,Normal,,88,2,1027,28,1
test,634,2095,190,RM,69.227817,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,590.0,Unf,0.0,294.0,884.0,GasA,TA,Y,SBrkr,884,552,0,0.0,0.0,2,0,3,2,TA,8,Typ,2,Gd,Detchd,1961.0,Unf,2.0,828.0,TA,TA,Y,0,0,126,0,0,0,None,None,None,0,5,2008,Con,Normal,,68,58,1436,126,1
test,635,2096,30,RM,69.227817,6756,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,TA,Gd,No,Unf,0.0,Unf,0.0,481.0,481.0,GasA,TA,N,FuseA,899,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,1.0,200.0,Fa,TA,P,0,0,96,0,0,0,None,None,None,0,9,2008,WD,Normal,,98,58,899,96,1
test,636,2097,50,RM,69.227817,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,396,0,0.0,0.0,1,0,3,1,Gd,5,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,165,30,0,0,0,None,None,None,0,9,2008,WD,Normal,,118,12,1080,195,2
test,637,2098,50,RM,69.227817,9000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,459.0,904.0,GasA,Ex,Y,FuseA,904,595,0,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1961.0,Unf,3.0,869.0,TA,Gd,Y,0,20,0,0,0,0,None,None,None,0,6,2008,WD,Normal,,62,58,1499,20,1
test,638,2099,20,RM,69.227817,7311,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,None,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,407.0,407.0,GasA,TA,N,FuseA,407,0,0,0.0,0.0,1,0,1,1,TA,3,Typ,0,None,Detchd,1961.0,Unf,1.0,297.0,Fa,TA,Y,76,0,120,0,0,0,None,None,None,0,3,2008,WD,Abnorml,,62,58,407,120,1
test,639,2100,20,RM,69.227817,12205,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Gd,Y,SBrkr,1588,0,0,0.0,0.0,2,0,5,1,TA,6,Maj2,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,0,0,0,0,0,0,None,MnPrv,None,0,12,2008,WD,Abnorml,,59,16,1588,0,1
test,640,2101,190,RM,69.227817,9142,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,None,None,0.0,TA,Fa,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,797.0,797.0,GasA,TA,N,FuseA,830,797,0,0.0,0.0,2,0,4,2,TA,10,Typ,0,None,Detchd,1961.0,Unf,2.0,420.0,Fa,Po,N,192,0,60,0,0,0,None,None,None,0,2,2008,WD,Normal,,108,2,1627,60,1
test,641,2102,75,RM,69.227817,5350,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,116.0,Unf,0.0,508.0,624.0,GasA,Ex,Y,SBrkr,730,720,0,0.0,0.0,1,0,3,1,TA,7,Typ,0,None,Detchd,1961.0,Unf,1.0,288.0,TA,TA,Y,0,192,0,0,0,0,None,MnPrv,None,0,3,2008,WD,Normal,,88,43,1450,192,2
test,642,2103,50,RM,69.227817,9143,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,709,308,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,1.0,308.0,TA,TA,N,0,0,139,0,0,0,None,None,None,0,5,2008,WD,Normal,,108,5,1017,139,1
test,643,2104,190,RM,69.227817,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,None,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,234.0,Unf,0.0,739.0,973.0,GasA,TA,Y,FuseP,1377,973,0,0.0,0.0,2,0,4,2,TA,10,Typ,0,None,2Types,1930.0,Unf,2.0,393.0,TA,TA,Y,0,0,219,0,0,0,None,None,None,0,4,2008,WD,Normal,,88,48,2350,219,1
test,644,2105,70,RM,69.227817,6000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,None,None,0.0,Gd,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,Ex,Y,SBrkr,884,656,0,0.0,0.0,1,1,3,1,Gd,7,Typ,0,None,Unbuilt,0.0,Unf,0.0,0.0,None,None,N,240,77,0,0,0,0,None,None,None,0,2,2008,WD,Normal,,103,3,1540,77,1
test,645,2106,70,RM,69.227817,11340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,None,None,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,723.0,723.0,GasA,TA,N,SBrkr,723,363,0,0.0,0.0,1,0,2,1,TA,5,Maj1,0,None,Detchd,1961.0,Unf,2.0,400.0,Fa,Po,N,0,24,144,0,0,0,None,None,None,0,11,2008,ConLD,Normal,,88,58,1086,168,1
